SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
b00656,1185899130,Blips_Dubious,GW170729,101100,878.026,160.78,1279.976,1.876,-2.836,7.216878081154567e-06,4.994080686188731e-05,1.8700663157209668e-05,8.782491778429922e-06,5.077768446288922e-14,0.00023941202537949163,3.174619506499834e-05,6.305149975636395e-05,1.4690755026134624e-13,0.0002442572434618447,3.2301828010850905e-05,6.31460236843685e-05,9.47115215181325e-13,0.00022066182504198447,3.654663371403106e-05,6.0229146948632125e-05
b00657,1185989249,Blips_Dubious,GW170729,101100,517.119,178.447,963.236,1.657,-0.141,1.0298081068086508e-06,8.345267002399732e-05,3.961290517049977e-06,8.345969625941501e-06,1.001378548664865e-09,0.0005968428587494429,8.543641159138896e-06,9.920597080167541e-05,1.5068126132459514e-11,0.0005168265899229154,1.640252366166222e-05,8.287463695790522e-05,2.147576689814423e-11,0.0004475591631659074,1.670315130194426e-05,7.904843421876117e-05
b00658,1186086838,Blips_Dubious,GW170729,101100,611.093,270.935,1288.429,1.588,0.535,9.754283296272085e-08,4.209793867904936e-05,6.484651316406553e-07,4.181592186116266e-06,3.080631430615558e-10,0.002,5.809044806792588e-06,0.0001438716821982067,1.515364288053846e-10,0.001,1.1488849503553416e-05,0.00011098581298529368,9.396871619639431e-11,0.001,1.1911725828213115e-05,0.00011375902658482449
b00659,1186090928,Blips_Dubious,GW170729,101100,753.059,233.838,1337.653,1.664,0.885,1.023857769285139e-06,6.071843235085062e-05,1.4785171841078046e-05,1.3932565501584263e-05,9.415570554121564e-10,0.00044331864081930143,5.431129354769619e-06,0.00010469963121400008,1.6254820745210513e-10,0.0003314522477831914,1.4747655521411991e-05,8.121514748119219e-05,2.2963478629109936e-10,0.0006973825782966285,1.595309573184872e-05,7.801421660805386e-05
b00660,1186344114,Blips_Dubious,GW170729,101100,539.169,196.693,1030.901,1.891,1.064,2.470866202054508e-07,7.407170054570142e-05,3.001434700394809e-06,8.445241724277369e-06,5.989100950175618e-10,0.000680090692950254,3.817752554582257e-06,0.00011552821202132039,3.044543229978296e-10,0.000679347247010591,1.2398473057529268e-05,8.949755721282464e-05,2.840951723430112e-10,0.0004657252931906546,1.2748208736172948e-05,8.330956748465441e-05
b00661,1186703985,Blips_Dubious,GW170729,101100,242.758,110.645,519.371,2.006,1.691,3.687140090101496e-08,9.614610212786516e-05,7.142144727630844e-07,4.284250444670979e-06,8.206254891281157e-10,0.002,2.9653448790793734e-06,0.00015534925921570028,5.866776381514959e-10,0.002,9.439590230008767e-06,0.00012802283790872538,3.414401366967878e-10,0.005,9.230043933829766e-06,0.00018508163937773982
b00662,1186753573,Blips_Dubious,GW170729,101100,244.243,123.044,551.854,1.952,0.768,2.1811713453526204e-08,3.041548553681396e-05,1.7274508557080213e-07,1.026530311146063e-06,6.374356888460798e-10,0.003,4.436597492713656e-06,0.00017262698506937267,2.726088918031575e-10,0.007,1.0542335707460601e-05,0.00020400594070921609,1.9129779312813042e-10,0.011,1.0811132777368905e-05,0.00027795464754533725
b00663,1187130292,Blips_Dubious,GW170729,101100,1058.261,442.897,2165.503,1.804,0.477,1.12649374629795e-07,3.012256715734848e-05,8.08114943863383e-07,2.449272707293333e-06,3.074716275129644e-10,0.001,6.677645651549756e-06,0.0001335447698813253,1.3207301163638138e-10,0.001,1.2561582131880125e-05,0.00010392824140339651,2.6258384224648734e-11,0.002,1.3341599143277417e-05,0.000141054352063084
b00664,1187335667,Blips_Dubious,GW170729,101100,414.241,164.918,826.535,1.923,1.346,2.491251725588588e-07,6.058140051886686e-05,3.8370678072793e-06,5.20210133200431e-06,3.124892650064773e-10,0.001,3.98688711919189e-06,0.00011886986408467193,1.4282774703290805e-10,0.002,1.2362705092608977e-05,9.94457170376917e-05,1.0546180527277647e-10,0.002,1.245419067243747e-05,0.00010817757733555453
b00665,1187345317,Blips_Dubious,GW170729,101100,463.754,248.205,1084.267,2.224,2.327,2.5418178689185284e-08,8.878071575941295e-05,4.463988690579152e-07,4.617306252648445e-06,1.1067846251972193e-09,0.006,4.637276029714058e-06,0.00022437391623402215,3.9373283763895245e-09,0.003,1.0148733293256496e-05,0.00017773672470726144,7.666817679076657e-11,0.009,9.34312141080284e-06,0.0003224079191179873
b00666,1187482479,Blips_Dubious,GW170729,101100,3736.306,1253.315,6869.592,1.834,-0.5,1.2167711894971096e-06,6.297287581122589e-05,4.068904544388121e-06,4.875676146812241e-06,3.8425650465380503e-10,0.000662413751077666,9.978992420044555e-06,9.716364530583851e-05,3.012021065389415e-11,0.0007851355640318264,1.7125614878527305e-05,8.354213304094803e-05,1.080119114883391e-11,0.0007414219390936277,1.731361422990804e-05,8.147029318400978e-05
b00667,1187573220,Blips_Dubious,GW170729,101100,358.823,190.217,834.365,2.178,2.874,1.3786409033614544e-08,6.974462674636622e-05,4.332162906238774e-07,4.481385180752819e-06,3.5610151150067548e-09,0.004,4.295330778955875e-06,0.00023721757856536789,3.1567047990932247e-09,0.002,9.524179335242385e-06,0.00015425868620325828,2.6246671626222183e-09,0.006,8.419298092518834e-06,0.00029155534666877174
b00668,1187689358,Blips_Dubious,GW170729,101100,323.274,199.545,822.135,1.587,1.635,1.1580690858137897e-08,3.141190699309251e-05,7.685816482975457e-08,1.5302125201476085e-06,9.406378317508912e-09,0.008,7.947233806349282e-06,0.00034174624455249314,1.2684095721489046e-08,0.005,9.747428361210931e-06,0.00022562477179270443,8.248600137340346e-09,0.007,8.71027269302155e-06,0.00029980450638043734
b00669,1127243833,Scattering,GW151012,111000,1410.354,489.511,2634.131,2.097,11.721,3.0797207754950552e-12,9.343755050349112e-05,1.1659404751406374e-07,1.2550320383150414e-05,0.0,0.002,7.46413762621442e-09,0.00024138164394609237,2.179618050745888e-12,0.002,3.783431457265139e-08,0.0001928583611637043,6.064521375904519e-12,0.0007002684095947502,4.978406152372449e-06,9.088693549266472e-05
b00670,1127425418,Scattering,GW151012,111000,3279.865,1301.396,6533.356,1.83,2.072,1.0850248774477842e-07,3.2836653372101474e-05,3.3676640956667545e-06,5.485711264684e-06,1.898177512896101e-09,0.0006314159729494627,5.43555403008913e-06,0.00010521105959540304,4.0486257677167775e-10,0.002,1.0922809931831558e-05,0.00010791020288003612,5.975411509739319e-11,0.001,9.24004389479024e-06,0.00011374403121705157
b00671,1128818176,Scattering,GW151012,111000,1098.554,365.861,2013.207,2.955,9.283,2.064371318427394e-11,5.609442672325018e-05,1.259074682057119e-09,5.816169796050415e-06,1.380707040957177e-09,0.003,1.1746029661445948e-07,0.00023875500456200962,6.464432466408356e-11,0.002,4.875516882156399e-08,0.00024125637685127636,3.2425794939156895e-10,0.0008860727381684709,1.619199410066848e-07,0.0001427626373737008
b00672,1130330445,Scattering,GW151012,111000,1460.543,590.982,2937.998,3.15,7.117,6.961720735951656e-10,7.693886573933894e-05,6.322056701587164e-07,9.946138872906458e-06,2.9513807575001434e-14,0.002,7.650583749967188e-07,0.00022086830672331104,1.4925833844967221e-09,0.0006114529339660258,5.9656792707586695e-06,0.0001077789430851423,1.02040759191277e-12,0.002,2.547371415977689e-06,0.00018332287404058189
b00673,1131314456,Scattering,GW151012,111000,466.431,202.794,973.417,1.797,6.759,2.370856243449349e-10,6.889904894161699e-05,4.3741545318960433e-08,5.535764398233113e-06,7.82124458560908e-08,0.006,2.0121684567468826e-06,0.0003514028420962128,1.0746847402871368e-08,0.004,1.9284008875332076e-06,0.00031052587685212777,2.348959211767629e-08,0.003,2.112679987715477e-06,0.0002498771855985078
b00674,1132808433,Scattering,GW151012,111000,1773.737,547.11,3141.513,3.111,6.308,3.1491749664352024e-10,9.282214049775472e-05,5.733718614851933e-08,1.3564869305110812e-05,9.461481124166463e-13,0.002,9.36865242825231e-08,0.0002186683896408275,1.4121359010213589e-13,0.002,1.981594125781352e-07,0.00019489716299762484,4.866259356043979e-11,0.0003651093688064529,7.927915574909217e-06,8.834725414598496e-05
b00675,1133290530,Scattering,GW151012,111000,158.949,58.792,305.928,2.007,3.866,1.7989125839318085e-08,8.296951738638644e-05,1.4398532213568028e-07,1.2342894197901911e-05,2.6066583581698804e-10,0.002,4.519885002678039e-06,0.00016773815608846053,4.226803984867651e-10,0.002,1.3204971352755828e-06,0.0002088925932772747,1.4656014694881843e-10,0.0008896496432323274,1.8895228119620803e-06,0.00014977695712848341
b00676,1133301949,Scattering,GW151012,111000,837.189,383.547,1796.055,-0.963,1.309,2.4916830653331044e-08,6.302657489418925e-05,6.60627461433834e-07,2.94450282476914e-06,1.4935545234606779e-10,0.006,2.758331064546866e-06,0.00022514599335520202,1.0421800408573799e-13,0.008,6.917543117210714e-06,0.00023929982050514966,4.920412635512261e-12,0.011,1.1449219232263421e-05,0.00028590592120100673
b00677,1133680115,Scattering,GW151012,111000,1626.496,513.643,2910.603,4.016,8.401,2.3986040606732117e-11,2.973539046470464e-05,1.5128559693713331e-09,3.781025377076233e-06,4.562275777749059e-13,0.003,1.824305766431402e-08,0.0003037211484136354,7.89734103160479e-14,0.002,2.8581255996931625e-08,0.0002300302909115367,7.834928857578587e-12,0.00033448594307566127,7.618971439843581e-06,8.819703239444301e-05
b00678,1133690621,Scattering,GW151012,111000,1011.336,174.9,1448.585,2.254,-3.282,5.745499323105459e-06,8.193195300983031e-05,1.5238942417781306e-05,1.3041348640307788e-05,6.853690724637374e-14,0.0003970118149632779,3.05323915689058e-05,6.84347971701489e-05,3.483565591641788e-14,0.0003018579377035155,3.2018860595781565e-05,6.757734468889386e-05,5.3362109511560354e-14,0.0002716901910253339,3.325631621401552e-05,6.323374384606985e-05
b00679,1133692342,Scattering,GW151012,111000,77.65,25.094,140.386,4.387,11.61,2.459020093995457e-12,3.438290719501928e-05,9.523314934825112e-10,4.1188919326995785e-06,2.3261096354202704e-14,0.004,4.336977513853219e-09,0.0003320309212911802,9.022778937995233e-13,0.002,1.0055941139764427e-08,0.00024677428954205483,5.874715652796108e-12,0.0003402639910921165,4.454349556297123e-06,9.091786136438766e-05
b00680,1133692545,Scattering,GW151012,111000,2530.246,898.598,4776.74,2.564,18.196,2.9662617624000496e-15,7.539976846150641e-05,4.779229894019611e-11,6.2506437384535065e-06,4.457566863339474e-39,0.005,6.749698185870203e-10,0.0003467645488983387,6.712912152377469e-14,0.004,7.486750462828005e-11,0.00032672783991072573,1.755568815922485e-14,0.0008480610483476967,2.0722044613063407e-06,0.0001244127204437166
b00681,1133747481,Scattering,GW151012,111000,3128.196,1058.533,5774.528,3.843,5.128,1.302703163811516e-09,6.354262970216569e-05,1.1691995623470441e-08,5.111518620750832e-06,1.3428167153500195e-11,0.002,3.871450165836649e-07,0.0002166572198811174,4.126147096954811e-10,0.0004904662118166137,2.9659434167671474e-06,0.00010319874989813272,9.26566752740128e-11,0.003,4.1704257434916715e-07,0.00025719341869068067
b00682,1134156780,Scattering,GW151012,111000,2327.753,811.712,4357.034,2.729,8.356,5.879135915980959e-11,4.304944248940159e-05,4.97105708144698e-09,4.884365965789919e-06,2.7084369101777494e-09,0.002,5.4987654657165e-07,0.0002258111774052776,2.511606754227284e-10,0.002,3.698962158301883e-07,0.00022442639466162828,9.673749753220182e-10,0.001,5.313560148604503e-07,0.00016644222067611932
b00683,1134293803,Scattering,GW151012,111000,4911.977,1613.642,8946.081,4.031,8.011,5.3262784535876097e-11,4.007755004679452e-05,2.18746680419734e-09,4.734513961531972e-06,6.710076614364702e-13,0.002,3.224703953253899e-08,0.00022692501097322344,2.9523295163343046e-11,0.0006603249448633088,2.1529796513947838e-07,0.0001261009362330553,4.1372297934135346e-11,0.0005495358378781602,8.203191141743813e-07,0.0001117690401444723
b00684,1134298365,Scattering,GW151012,111000,788.698,260.248,1439.319,3.289,12.275,1.0137549351738205e-12,0.0001022864132632,9.193165903001627e-10,7.748474004164455e-06,7.031082291263079e-12,0.005,3.3161743807436966e-08,0.00032566221797718567,2.751793850304707e-11,0.005,7.752599074619614e-09,0.00031967373148965994,2.0054096796714822e-20,0.0006241209666959609,6.112277252098187e-07,0.00012866716726431804
b00685,1134300189,Scattering,GW151012,111000,6060.167,1052.64,8691.767,2.237,-3.243,5.8787686593374845e-06,7.898203499799608e-05,1.534639667714929e-05,1.269881338501886e-05,7.095090165131798e-14,0.00038165598899812326,3.065585292812623e-05,6.788679364929486e-05,3.646566160985319e-14,0.0002974865095419088,3.211376004208849e-05,6.716219614078904e-05,6.528201738314378e-14,0.00026736603920935565,3.3660769867072964e-05,6.29131408587086e-05
b00686,1134310094,Scattering,GW151012,111000,1625.177,531.682,2954.383,4.724,12.4,4.907218679824137e-12,0.0001045334627431,9.692967209155926e-09,1.3622020714808931e-05,1.8079081748557748e-16,0.002,3.2867838440412755e-09,0.0002736607784116675,3.553555610361732e-12,0.002,9.066083583604629e-09,0.00020458776280340654,3.865079178712329e-12,0.0003448973908755434,4.95088538182694e-06,9.00319150448141e-05
b00687,1134498676,Scattering,GW151012,111000,361.714,128.387,682.682,3.469,9.812,5.2330212772162066e-11,0.0001100108300075,7.454483131636277e-09,1.7956962786817602e-05,3.7867533631311325e-11,0.003,3.753301800186618e-08,0.00022339852236183803,6.101842997825439e-10,0.0007924939078725363,1.504223066297846e-06,0.00011067489727175671,7.555666882463544e-10,0.0009450208036103588,1.0857175009384995e-07,0.00014620863435168603
b00688,1135828170,Scattering,GW151012,111000,903.746,318.432,1699.825,3.482,9.018,1.0620934984492292e-10,8.332501123214482e-05,1.1331912307560537e-07,1.274859381271058e-05,2.671210492004956e-25,0.003,5.394518761888729e-08,0.00024508854095586893,6.362944348187506e-11,0.001,1.9995368310047757e-07,0.00016712130910107514,1.2002952188003075e-11,0.0003426198802511819,5.055889348633698e-06,9.0883700045632e-05
b00689,1135828325,Scattering,GW151012,111000,290.176,103.784,549.636,3.671,6.194,4.3516512961468167e-10,4.181829945285627e-05,6.2842808427961845e-09,4.4827364665458494e-06,1.8624605965044433e-09,0.0009866543279100327,6.841174726848755e-07,0.00013244705461894354,2.4330579298841575e-10,0.002,2.4526701419038113e-07,0.00018652335791900746,3.1492898493213417e-09,0.002,2.096638281464033e-07,0.00020104703355395957
b00690,1135828383,Scattering,GW151012,111000,1767.1,569.248,3190.219,3.231,6.22,1.687936882240342e-10,3.4278314615996e-05,1.5112540983457176e-08,4.036534664535834e-06,5.649681034304551e-13,0.003,1.3169537101558788e-07,0.0002852336464271847,5.184225701792569e-13,0.002,2.4953902565008027e-07,0.00023075954282999333,5.230977289742173e-11,0.00034962871858528155,7.768778425309887e-06,8.718647815423229e-05
b00691,1135828620,Scattering,GW151012,111000,252.239,93.024,484.799,2.448,7.695,9.805375455715652e-11,4.794865438893171e-05,1.7672904665418136e-08,5.5221029664389486e-06,5.891652375012909e-12,0.004,5.30669612026897e-07,0.00027570157162511714,9.289409937562028e-10,0.004,9.602237426197313e-07,0.00020625311306945088,4.614478970822461e-11,0.0008285526417405992,1.4530095191157964e-06,0.00012906693929151173
b00692,1135828759,Scattering,GW151012,111000,423.364,135.416,761.905,4.443,11.722,1.712811676284208e-12,8.473404934738622e-05,4.2393724496695327e-10,6.449029569779869e-06,3.1674297487543562e-15,0.004,6.4298564062957106e-09,0.00031496350349904755,8.906109186267787e-12,0.005,7.822469092611935e-09,0.00032585628078887627,9.03806777580071e-11,0.0004738385687401177,2.698203966487582e-06,0.00010090535392241412
b00693,1135843553,Scattering,GW151012,111000,1513.026,490.555,2739.413,4.055,13.753,1.514574817257455e-13,5.896190708664123e-05,4.6220271846133294e-10,5.554600450608047e-06,4.746456264467228e-20,0.003,5.22178355060392e-09,0.00026424069598944517,5.0149794470412075e-12,0.003,4.345464644327132e-09,0.00024078197867454779,1.8358029876639312e-12,0.0004919184472609291,1.8814017344802917e-06,0.0001059942170554314
b00694,1135843605,Scattering,GW151012,111000,457.64,185.226,920.704,1.543,4.821,1.3814172947398774e-09,5.944210464811869e-05,3.854101067229737e-08,5.035990381651822e-06,1.8515799602977163e-08,0.007,1.8107874407179092e-06,0.0003240918895504931,2.5069603721841328e-09,0.003,1.4996422173780708e-06,0.00027394453755225133,8.24549383517622e-09,0.002,1.6770506363086968e-06,0.00019990650490232136
b00695,1135925219,Scattering,GW151012,111000,347.756,166.423,763.814,2.879,7.528,1.1309022618839436e-10,4.643444855493769e-05,1.072774295881494e-07,3.697243867526162e-06,9.003671200997978e-08,0.003,4.305946239855304e-06,0.00024400631183217576,1.1351533846143103e-09,0.003,2.3433535464767514e-06,0.0002609204164752833,5.251412597327967e-10,0.004,3.533177072410959e-06,0.0002568747637866446
b00696,1135988627,Scattering,GW151012,111000,236.547,81.849,441.17,2.396,9.375,1.7566081078660818e-11,7.006174807670851e-05,1.0162322915544162e-08,6.086630690585665e-06,8.713762797727942e-09,0.004,1.0358347319986883e-06,0.0002956371842746444,4.827789418632209e-10,0.004,3.6924262328350725e-07,0.0002837905080282484,4.7604036072136044e-09,0.001,5.859081927552803e-07,0.0001889145684727262
b00697,1135988646,Scattering,GW151012,111000,601.894,201.989,1106.867,4.126,10.409,4.9800291040399655e-12,3.295682324461372e-05,2.546932010512781e-09,3.999864128580807e-06,1.961191774479105e-15,0.004,9.882620209591548e-09,0.0003339291454729387,2.87079006407036e-12,0.002,1.7254481468302717e-08,0.0002473312385364105,4.133050577976678e-11,0.0003193949934394602,4.729822446626338e-06,8.872535974421112e-05
b00698,1135989495,Scattering,GW151012,111000,1181.534,414.308,2217.304,-0.355,2.249,8.998218233499142e-08,5.560388369864828e-05,2.342880466671605e-06,8.346955938783051e-06,2.427109094227729e-10,0.002,2.3350071721707515e-06,0.0001539320034634905,1.3498968337727612e-12,0.002,6.979254148302679e-06,0.00012516673003912801,5.7486279425688925e-11,0.001,1.4496919818467827e-05,8.153649156526018e-05
b00699,1135991547,Scattering,GW151012,111000,571.109,230.218,1146.655,1.359,6.408,3.3366615679770416e-10,2.9884179799416302e-05,1.3341665552391137e-07,3.445242501226098e-06,2.1100458643927525e-09,0.003,4.632021087753067e-06,0.00021535791973450295,4.688008866727364e-10,0.002,5.572160860243242e-06,0.0001906480874031879,1.5109094275964102e-12,0.001,5.779763469019731e-06,0.0001587016124855959
b00700,1135991739,Scattering,GW151012,111000,431.567,151.104,809.326,1.504,3.172,7.701069131867247e-09,0.000105747658386,8.064777539491894e-07,1.2353657621407525e-05,2.1104516057745014e-10,0.003,3.3971656451184123e-06,0.00018622896507193925,3.023691477964593e-10,0.0004454792028378972,7.6919397014741e-06,9.646633837222044e-05,5.176539420004618e-10,0.001,5.548991111602264e-06,0.00015108496042214828
b00701,1136466193,Scattering,GW151012,111000,1043.888,439.089,2141.611,3.0,5.486,8.89392423887607e-10,3.810049688994207e-05,6.95540144171338e-08,3.5662380722473013e-06,3.535983923479117e-08,0.001,2.9645344071440716e-06,0.0001531460706424837,2.2105719545649666e-09,0.002,1.8246574220592444e-06,0.00020947550025044554,1.1383597931167915e-10,0.003,2.279941065512514e-06,0.00021480022464427404
